Date,Date,Headline
2011-06-02,2011-06-02,REFILE-GLOBAL MARKETS-Tread water before US job data; bond outlook brightens
2011-06-02,2011-06-02,Forex - GBP/JPY down during the Asian session
2011-06-02,2011-06-02,Forex - NZD/USD up in Asian trade
2011-06-02,2011-06-02,MARKETS GLOBAL-Stocks hurt by economy worries; euro rises
2011-06-02,2011-06-02,Forex - EUR/USD up at the end of U.S. session
2011-06-02,2011-06-02,Forex - USD/JPY down toward the end of U.S. session
2011-06-02,2011-06-02,Forex - EUR/USD up toward the end of U.S. session
2011-06-02,2011-06-02,Forex - GBP/USD up during the U.S. session
2011-06-02,2011-06-02,Forex - USD/CAD down in U.S. trade
2011-06-02,2011-06-02,"FOREX-Dollar down on Moody's comments, euro at 1-mo high"
2011-06-02,2011-06-02,Forex - AUD/USD up in U.S. trade
2011-06-02,2011-06-02,Forex - NZD/USD up during the U.S. session
2011-06-02,2011-06-02,Forex - GBP/USD up in U.S. trade
2011-06-02,2011-06-02,Forex - EUR/USD up at the end of European session
2011-06-02,2011-06-02,"GLOBAL MARKETS-Stocks, oil fall as U.S. data drives worries"
2011-06-02,2011-06-02,Forex - Dollar broadly lower as U.S. economic outlook weighs
2011-06-02,2011-06-02,Forex - GBP/USD erases gains as weak U.S. data curbs risk appetite
2011-06-02,2011-06-02,"Forex - EUR/USD holds gains after Trichet remarks, U.S. data"
2011-06-02,2011-06-02,Forex - USD/CAD eases up as U.S. outlook weighs on sentiment
2011-06-02,2011-06-02,"GLOBAL MARKETS-US stocks, oil point up on better job numbers"
2011-06-02,2011-06-02,"Forex - EUR/JPY extends gains, boosted by Trichet remarks"
2011-06-02,2011-06-02,Forex - Dollar down vs. most rivals as U.S. growth outlook weighs
2011-06-02,2011-06-02,Forex - GBP/USD trims gains as U.S. jobless claims data eyed
2011-06-02,2011-06-02,FOREX-Euro at 1-mth high as dollar's struggles get harder
2011-06-02,2011-06-02,Forex - EUR/USD jumps to 1-month high after Trichet remarks
2011-06-02,2011-06-02,Forex - USD/CHF off record low but fears over U.S. recovery weigh
2011-06-02,2011-06-02,Forex - EUR/GBP holds gains after rise in U.K. construction PMI
2011-06-02,2011-06-02,GLOBAL MARKETS-Stocks down on growth fears; dollar falls
2011-06-02,2011-06-02,Forex - Dollar broadly lower vs. rivals amid U.S. growth concerns
2011-06-02,2011-06-02,Forex - Pound hits one-week low vs. dollar after weak U.K. PMI
2011-06-02,2011-06-02,Forex - USD/JPY erases gains as Kan survives no-confidence vote
2011-06-02,2011-06-02,Forex - NZD/USD slips to 4-day low as risk appetite falters
2011-06-02,2011-06-02,Forex - AUD/USD rises from one-week low after retail sales report
2011-06-02,2011-06-02,Forex - EUR/USD up but off 4-week high after Greece downgrade
2011-06-02,2011-06-02,Forex - EUR/USD up during the Asian session
2011-06-02,2011-06-02,Forex - GBP/USD down in Asian trade
2011-06-02,2011-06-02,Forex - EUR/CHF up in Asian trading hours
2011-06-02,2011-06-02,Forex - USD/CHF up during Asian trade
2011-06-02,2011-06-02,Forex - EUR/GBP up during the Asian session
2011-06-01,2011-06-01,Forex - USD/JPY up during Asian trade
2011-06-01,2011-06-01,Forex - USD/CAD up in Asian trading hours
2011-06-01,2011-06-01,Forex - AUD/USD up during Asian trade
2011-06-01,2011-06-01,Forex - EUR/USD up during the Asian session
2011-06-01,2011-06-01,Forex - EUR/USD up during the Asian session
2011-06-01,2011-06-01,Forex - EUR/JPY up during Asian trade
2011-06-01,2011-06-01,GLOBAL MARKETS-Equities down but not out on U.S. soft patch
2011-06-01,2011-06-01,Forex - GBP/JPY up during the Asian session
2011-06-01,2011-06-01,Forex - EUR/USD up in Asian trade
2011-06-01,2011-06-01,Forex - USD/JPY down during Asian trade
2011-06-01,2011-06-01,Forex - NZD/USD up in Asian trade
2011-06-01,2011-06-01,Forex - EUR/USD down at the end of U.S. session
2011-06-01,2011-06-01,GLOBAL MARKETS-Dismal US data stuns market; safe-havens soar
2011-06-01,2011-06-01,CORRECTED - GLOBAL MARKETS-Investors run for safe havens after US data
2011-06-01,2011-06-01,Forex - USD/JPY down toward the end of U.S. session
2011-06-01,2011-06-01,Forex - EUR/USD down toward the end of U.S. session
2011-06-01,2011-06-01,Forex - GBP/USD down during the U.S. session
2011-06-01,2011-06-01,Forex - USD/CAD up in U.S. trade
2011-06-01,2011-06-01,Forex - EUR/USD down in U.S. trading hours
2011-06-01,2011-06-01,Forex - AUD/USD up in U.S. trade
2011-06-01,2011-06-01,FOREX-Dollar sinks to new low vs franc; struggles vs euro
2011-06-01,2011-06-01,Forex - GBP/USD down in U.S. trade
2011-06-01,2011-06-01,GLOBAL MARKETS-Investors run for safe havens after US data
2011-06-01,2011-06-01,Forex - EUR/USD up during the U.S. session
2011-06-01,2011-06-01,GLOBAL MARKETS-Investors run for safe-havens on US data
2011-06-01,2011-06-01,Forex - Dollar broadly lower after worse-than-expected U.S. data
2011-06-01,2011-06-01,"Forex - GBP/USD trims losses after weak U.S. jobs, ISM data"
2011-06-01,2011-06-01,Forex - EUR/USD near three-week high after disappointing U.S. data
2011-06-01,2011-06-01,Forex - USD/CAD eases up as crude oil pares gains in choppy trade
2011-06-01,2011-06-01,Forex - USD/CHF hits fresh record low after poor U.S. payrolls data
2011-06-01,2011-06-01,Forex - Dollar down against most rivals as euro fluctuates
2011-06-01,2011-06-01,Forex - GBP/USD falls to 3-day low after weak U.K. PMI data
2011-06-01,2011-06-01,Forex - EUR/USD erases gains amid Greek debt uncertainty
2011-06-01,2011-06-01,Forex - USD/CHF close to record low after strong Swiss data
2011-06-01,2011-06-01,Forex - EUR/GBP hits 8-day high after weak U.K. PMI data
2011-06-01,2011-06-01,"GLOBAL MARKETS-Stocks, euro stabilise; Greek progress eyed"
2011-06-01,2011-06-01,Forex - Dollar broadly lower vs. rivals as euro rises on Greece hopes
2011-06-01,2011-06-01,"FOREX-Euro choppy on Greek uncertainty, eyes resistance"
2011-06-01,2011-06-01,Forex - GBP/USD hits daily high as U.K. manufacturing data eyed
2011-06-01,2011-06-01,Forex - Dollar pares losses vs. yen as Moody’s Japan review weighs
2011-06-01,2011-06-01,Forex - NZD/USD eases off record high amid profit taking
2011-06-01,2011-06-01,Forex - AUD/USD approaches 3-week high after GDP data
2011-06-01,2011-06-01,Forex – EUR/USD hits 3-week high on Greece debt hopes
2011-06-01,2011-06-01,Forex - EUR/USD up during the Asian session
2011-06-01,2011-06-01,Forex - GBP/USD up in Asian trade
2011-06-01,2011-06-01,Forex - EUR/CHF up in Asian trading hours
2011-06-01,2011-06-01,Forex - USD/CHF down during Asian trade
2011-06-01,2011-06-01,Forex - EUR/GBP up during the Asian session
2011-05-31,2011-05-31,Forex - USD/JPY down during Asian trade
2011-05-31,2011-05-31,Forex - USD/CAD up in Asian trading hours
2011-05-31,2011-05-31,Forex - AUD/USD up during Asian trade
2011-05-31,2011-05-31,Forex - EUR/USD up during the Asian session
2011-05-31,2011-05-31,Forex - AUD/USD up on economic data
2011-05-31,2011-05-31,Forex - EUR/JPY down during Asian trade
2011-05-31,2011-05-31,"GLOBAL MARKETS-Euro roiled by Greece rescue reports, Asia shares edge up"
2011-05-31,2011-05-31,Forex - GBP/JPY down during the Asian session
2011-05-31,2011-05-31,Forex - EUR/USD up in Asian trade
2011-05-31,2011-05-31,Forex - USD/JPY down during Asian trade
2011-05-31,2011-05-31,Forex - NZD/USD up in Asian trade
2011-05-31,2011-05-31,Forex - EUR/USD up at the end of U.S. session
2011-05-31,2011-05-31,Forex - USD/JPY up toward the end of U.S. session
2011-05-31,2011-05-31,"GLOBAL MARKETS-Euro, global stocks rise on Greece bailout hopes"
2011-05-31,2011-05-31,Forex - EUR/USD up toward the end of U.S. session
2011-05-31,2011-05-31,Forex - GBP/USD down during the U.S. session
2011-05-31,2011-05-31,"GLOBAL MARKETS-Greece bailout hopes bolster euro, oil"
2011-05-31,2011-05-31,Forex - USD/CAD down in U.S. trade
2011-05-31,2011-05-31,FOREX-Euro closes out May at 3-week high on Greece report
2011-05-31,2011-05-31,Forex - EUR/USD up in U.S. trading hours
2011-05-31,2011-05-31,Forex - AUD/USD down in U.S. trade
2011-05-31,2011-05-31,Forex - NZD/USD up during the U.S. session
2011-05-31,2011-05-31,"GLOBAL MARKETS-Greece bailout hopes lifts euro, global stocks"
2011-05-31,2011-05-31,Forex - GBP/USD down in U.S. trade
2011-05-31,2011-05-31,"GLOBAL MARKETS-Greece bailout hopes lifts euro, global stocks"
2011-05-31,2011-05-31,Forex - GBP/USD down in U.S. trade
2011-05-31,2011-05-31,"RPT-GLOBAL MARKETS-Greece bailout hopes lifts euro, global stock"
2011-05-31,2011-05-31,Forex - EUR/USD up at the end of European session
2011-05-31,2011-05-31,Forex - Dollar broadly lower against rivals after poor U.S. data
2011-05-31,2011-05-31,Forex - GBP/USD pares gains as weak U.S. data hurts risk appetite
2011-05-31,2011-05-31,"GLOBAL MARKETS-Optimism over Greece lifts euro, global stocks"
2011-05-31,2011-05-31,Forex - EUR/USD holds gains after flurry of weak U.S. data
2011-05-31,2011-05-31,Forex - USD/CAD tumbles to 7-day low after BoC points to rate hike
2011-05-31,2011-05-31,Forex - EUR/GBP hits 1-week high on Greece loan deal hopes
2011-05-31,2011-05-31,"FOREX-Euro climbs on Greek aid report, gains capped"
2011-05-31,2011-05-31,Forex - Dollar broadly lower vs. rivals as U.S. data eyed
2011-05-31,2011-05-31,Forex - GBP/USD eases off 4-week high ahead of U.S. data
2011-05-31,2011-05-31,Forex - EUR/USD extends gains as Greek default fears ease
2011-05-31,2011-05-31,Forex - USD/CHF eases back from record low as Swiss growth slows
2011-05-31,2011-05-31,Forex - Euro nears 1-month high against broadly weaker yen
2011-05-31,2011-05-31,Forex - Dollar broadly lower as euro gains on Greece loan hopes
2011-05-31,2011-05-31,GLOBAL MARKETS-Greece bailout hopes lift euro and stocks
2011-05-31,2011-05-31,Forex - GBP/USD hits 4-week high as risk sentiment strengthens
2011-05-31,2011-05-31,Forex - USD/JPY surges to 3-day high as Japan faces debt downgrade
2011-05-31,2011-05-31,Forex - AUD/USD pares gains after disappointing economic data
2011-05-31,2011-05-31,Forex - NZD/USD hits record high after business confidence data
2011-05-31,2011-05-31,Forex - EUR/USD jumps on Greek loan deal hopes
2011-05-31,2011-05-31,Forex - EUR/USD up during the Asian session
2011-05-31,2011-05-31,FOREX-Euro targets $1.45 after jump on chances of Greece deal
2011-05-31,2011-05-31,Forex - GBP/USD up in Asian trade
2011-05-31,2011-05-31,Forex - AUD/USD up on economic data
2011-05-31,2011-05-31,Forex - EUR/CHF up in Asian trading hours
2011-05-31,2011-05-31,Forex - USD/CHF down during Asian trade
2011-05-31,2011-05-31,Forex - EUR/GBP up during the Asian session
2011-05-30,2011-05-30,Forex - USD/JPY up during Asian trade
2011-05-30,2011-05-30,Forex - USD/CAD down in Asian trading hours
2011-05-30,2011-05-30,Forex - AUD/USD up during Asian trade
2011-05-30,2011-05-30,Forex - EUR/USD up during the Asian session
2011-05-30,2011-05-30,Forex - GBP/JPY up during the Asian session
2011-05-30,2011-05-30,Forex - USD/JPY down on economic data
2011-05-30,2011-05-30,Forex - EUR/USD up in Asian trade
2011-05-30,2011-05-30,Forex - USD/JPY down during Asian trade
2011-05-30,2011-05-30,Forex - NZD/USD up in Asian trade
2011-05-30,2011-05-30,Forex - Dollar gains modestly in subdued holiday trade
2011-05-30,2011-05-30,Forex - GBP/USD remains under pressure in thin trade
2011-05-30,2011-05-30,FOREX-Greek bailout uncertainty keeps euro subdued
2011-05-30,2011-05-30,Forex - EUR/USD extends losses as Greek uncertainty weighs
2011-05-30,2011-05-30,Forex - USD/CAD in narrow range after strong Canada GDP data
2011-05-30,2011-05-30,Forex - EUR/JPY slides amid concerns over Greek debt uncertainty
2011-05-30,2011-05-30,Forex - Dollar broadly higher in quiet holiday-thinned trade
2011-05-30,2011-05-30,Forex - Pound steady against dollar in quiet holiday trade
2011-05-30,2011-05-30,Forex - EUR/USD lower as Greek debt uncertainty weighs
2011-05-30,2011-05-30,Forex - Dollar hovering just above all-time low vs. Swiss franc
2011-05-30,2011-05-30,Forex - Euro dips against pound as Greek debt fears weigh
2011-05-30,2011-05-30,"GLOBAL MARKETS-Euro at 3-wk high vs dollar, Japan data lifts Nikkei"
2011-05-30,2011-05-30,FOREX-Greek uncertainty keeps euro below key resistance
2011-05-30,2011-05-30,Forex - Dollar broadly higher vs. rivals amid Greek debt concerns
2011-05-30,2011-05-30,Forex - USD/GBP off 13-day high as euro debt woes weigh
2011-05-30,2011-05-30,Forex - Dollar eases off two-week low vs. yen but gains limited
2011-05-30,2011-05-30,Forex - AUD/USD pulls away from 13-day high after weak data
2011-05-30,2011-05-30,Forex - NZD/USD slips after rising to record high on export data
2011-05-30,2011-05-30,Forex - EUR/USD off 5-day high as Greece concerns weigh
2011-05-30,2011-05-30,Forex - EUR/USD down during the Asian session
2011-05-30,2011-05-30,Forex - GBP/USD down in Asian trade
2011-05-30,2011-05-30,Forex - EUR/CHF up in Asian trading hours
2011-05-30,2011-05-30,Forex - USD/CHF up during the Asian session
2011-05-30,2011-05-30,Forex - EUR/GBP down in Asian trade
2011-05-29,2011-05-29,Forex - USD/JPY up in Asian trading hours
2011-05-29,2011-05-29,Forex - USD/CAD up during the Asian session
2011-05-29,2011-05-29,Forex - AUD/USD down in Asian trade
2011-05-29,2011-05-29,Forex - GBP/CHF up in Asian trading hours
2011-05-29,2011-05-29,Forex - AUD/USD down on economic data
2011-05-29,2011-05-29,Forex - EUR/USD down during the Asian session
2011-05-29,2011-05-29,GLOBAL MARKETS-Dollar struggles near 2-week lows; stocks steady
2011-05-29,2011-05-29,Forex - USD/JPY up in Asian trading hours
2011-05-29,2011-05-29,Forex - EUR/JPY down in Asian trade
2011-05-29,2011-05-29,Forex - GBP/JPY down in Asian trading hours
2011-05-29,2011-05-29,Forex - NZD/USD down during the Asian session
2011-05-29,2011-05-29,Forex - GBP/USD down during the Asian session
2011-05-29,2011-05-29,Forex - USD/JPY up in Asian trade
2011-05-29,2011-05-29,Forex - EUR/USD down during the Asian session
2011-05-29,2011-05-29,Forex - EUR/USD weekly outlook: May 30 - June 3
2011-05-29,2011-05-29,Forex - GBP/USD weekly outlook: May 30 - June 3
2011-05-29,2011-05-29,Forex - NZD/USD weekly outlook: May 30 - June 3
2011-05-29,2011-05-29,Forex - USD/CAD weekly outlook: May 30 - June 3
2011-05-29,2011-05-29,Forex - AUD/USD weekly outlook: May 30-June 3
2011-05-29,2011-05-29,Forex - USD/CHF weekly outlook: May 30 - June 3
2011-05-29,2011-05-29,Forex - USD/JPY weekly outlook: May 30 - June 3
2011-05-29,2011-05-29,Forex - Weekly outlook: May 30 - June 3
2011-05-27,2011-05-27,Forex - EUR/USD up at the end of U.S. session
2011-05-27,2011-05-27,Forex - GBP/USD up at the end of U.S. session
2011-05-27,2011-05-27,Forex - USD/JPY down at the end of U.S. session
2011-05-27,2011-05-27,Forex - USD/JPY down toward the end of U.S. session
2011-05-27,2011-05-27,GLOBAL MARKETS-U.S. dollar falls on data; stocks advance
2011-05-27,2011-05-27,Forex - EUR/USD up toward the end of U.S. session
2011-05-27,2011-05-27,Forex - GBP/USD up during the U.S. session
2011-05-27,2011-05-27,Forex - USD/CAD down in U.S. trade
2011-05-27,2011-05-27,GLOBAL MARKETS-World stocks higher; US dollar weakens broadly
2011-05-27,2011-05-27,Forex - EUR/USD up in U.S. trading hours
2011-05-27,2011-05-27,"GLOBAL MARKETS-Stocks, commodities gain; dollar hit by data"
2011-05-27,2011-05-27,Forex - AUD/USD up in U.S. trade
2011-05-27,2011-05-27,Forex - NZD/USD up during the U.S. session
2011-05-27,2011-05-27,Forex - GBP/USD up in U.S. trade
2011-05-27,2011-05-27,GLOBAL MARKETS-US dollar falls on recovery worries; stocks up
2011-05-27,2011-05-27,"FOREX-Euro rebounds vs dollar, Swiss franc hits record highs"
2011-05-27,2011-05-27,Forex - EUR/USD up at the end of European session
2011-05-27,2011-05-27,Forex - USD/JPY down toward the end of European session
2011-05-27,2011-05-27,Forex - GBP/USD up toward the end of European session
2011-05-27,2011-05-27,"GLOBAL MARKETS-Stocks, commodities gain on weak dollar"
2011-05-27,2011-05-27,Forex - EUR/USD up during the European session
2011-05-27,2011-05-27,Forex - GBP/JPY down in European trading hours
2011-05-27,2011-05-27,Forex - EUR/USD up on economic data
2011-05-27,2011-05-27,GLOBAL MARKETS-World stocks gain; euro rallies vs dollar
2011-05-27,2011-05-27,Forex - NZD/USD up during the European session
2011-05-27,2011-05-27,Forex - EUR/CHF down in European trade
2011-05-27,2011-05-27,Forex - EUR/USD up on economic data
2011-05-27,2011-05-27,Forex - USD/CAD down in European trading hours
2011-05-27,2011-05-27,FOREX-Euro trims gains on euro zone concerns
2011-05-27,2011-05-27,Forex - USD/CHF down during the European session
2011-05-27,2011-05-27,Forex - EUR/GBP up during the European session
2011-05-27,2011-05-27,Forex - GBP/CHF down in European trade
2011-05-27,2011-05-27,Forex - AUD/USD up in European trading hours
2011-05-27,2011-05-27,Forex - USD/CHF down on economic data
2011-05-27,2011-05-27,Forex - USD/JPY down in European trade
2011-05-27,2011-05-27,Forex - EUR/USD up in European trading hours
2011-05-27,2011-05-27,GLOBAL MARKETS-Dollar trims losses on Japan outlook cut
2011-05-27,2011-05-27,Forex - GBP/USD up during the European session
2011-05-27,2011-05-27,Forex - GBP/USD up on economic data
2011-05-27,2011-05-27,"FOREX-Dollar tumbles, dented by drop in U.S. bond yields"
2011-05-27,2011-05-27,Forex - EUR/USD up during the Asian session
2011-05-27,2011-05-27,Forex - GBP/USD up in Asian trade
2011-05-27,2011-05-27,Forex - EUR/CHF down in Asian trading hours
2011-05-27,2011-05-27,Forex - USD/CHF down during Asian trade
2011-05-27,2011-05-27,Forex - EUR/GBP up during the Asian session
2011-05-26,2011-05-26,Forex - USD/JPY down during Asian trade
2011-05-26,2011-05-26,Forex - EUR/JPY up during Asian trade
2011-05-26,2011-05-26,Forex - USD/CAD down in Asian trading hours
2011-05-26,2011-05-26,Forex - AUD/USD up during Asian trade
2011-05-26,2011-05-26,Forex - EUR/USD up during the Asian session
2011-05-26,2011-05-26,Forex - EUR/JPY down on economic data
2011-05-26,2011-05-26,Forex - EUR/USD up during the Asian session
2011-05-26,2011-05-26,Forex - EUR/JPY down on economic data
